 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0,41,41,41,44,44,41,41,41, 0, 0, 0,41,41,	41,41,41,41,41,41,41,41,41,41,41,41, 0, 0, 0, 0,
 0, 0, 0,42,42,42,43,43,42,42,42, 0, 0, 0,42,42,	42,42,42,42,42,42,42,42,42,42,42,42, 0, 0, 0, 0,
 0, 0, 0,37,38,37,38,37,38,37,38, 0, 0, 0,38,37,	38,37,38,37,38,37,38,37,38,37,38,37, 0, 0, 0, 0,
 0, 0, 0,37,38,37,38,37,38,37,38, 0, 0, 0,38,37,	38,37,38,37,38,37,38,37,38,37,38,37, 0, 0, 0, 0,
 0, 0, 0,37,38,37,38,37,38,37,38, 0, 0, 0,38,37,	38,37,38,37,38,37,38,37,38,37,38,37, 0, 0, 0, 0,
 0, 0, 0,37,38,37,38,37,38,37,38, 0, 0, 0,38,37, 	38,37,38,37,38,37,38,37,38,37,38,37, 0, 0, 0, 0,
 0, 0, 0,37,38,37,38,37,38,37,38, 0, 0, 0,38,37,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0,37,38,37,38,37,38,37,38, 0, 0, 0,38,37,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0,37,38,37,38,37,38,37,38, 0, 0, 0,38,37,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,
41,41,41,37,38,37,38,37,38,37,38, 0, 0, 0,38,37,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,
41,41,41,37,38,37,38,37,38,37,38,41,41,41,38,37,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,
42,42,42,37,38,37,38,37,38,37,38,42,42,42,38,37,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,

 0, 0, 0, 0, 0, 0,34,34, 0, 0, 0, 0, 0, 0,34,34,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,34,34, 0, 0, 0, 0, 0, 0,34,34,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,34,34, 0, 0, 0, 0, 0, 0,34,34,	 0, 0, 0, 0,38,37,38, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,34,34,34,34,34,34,34,34,34,34,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,34,34,34,34,34,34,34,34,34,34, 	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	38,37,38,37,38,37,38,37,38,37,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	38,37,38,37,38,37,38,37,38,37,38,37, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	38,37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,	38,37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
