00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00, 2,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,	00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
